CHEMICAL,DISEASE,relación,oración,interpretacion
phenicols,CTX-M-15,causa,"Illumina WGS showed the presence of bla (SCO-1) and bla (OXA-1), bla (SHV-28), bla (TEM-1), bla (CTX-M-15), as well as genes associated with resistance to quinolones, fosfomycin, aminoglycosides, sulphonamides, trimethoprim and phenicols.","The text suggests that phenicols may cause or trigger CTX-M-15, highlighting a possible causative association: ""Illumina WGS showed the presence of bla (SCO-1) and bla (OXA-1), bla (SHV-28), bla (TEM-1), bla (CTX-M-15), as well as genes associated with resistance to quinolones, fosfomycin, aminoglycosides, sulphonamides, trimethoprim and phenicols.""."
Amoxicillin,infection,causa,"Amoxicillin was initially prescribed; however, due to the progression of the infection, the treatment was switched to clarithromycin after consultation with a dermatologist.","The text suggests that Amoxicillin may cause or trigger infection, highlighting a possible causative association: ""Amoxicillin was initially prescribed; however, due to the progression of the infection, the treatment was switched to clarithromycin after consultation with a dermatologist.""."
clarithromycin,infection,causa,"Amoxicillin was initially prescribed; however, due to the progression of the infection, the treatment was switched to clarithromycin after consultation with a dermatologist.","The text suggests that clarithromycin may cause or trigger infection, highlighting a possible causative association: ""Amoxicillin was initially prescribed; however, due to the progression of the infection, the treatment was switched to clarithromycin after consultation with a dermatologist.""."
amoxicillin,toxicity,efecto_adverso,"The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice.","amoxicillin has been associated with the adverse effect toxicity, as indicated in the sentence: ""The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice."". This suggests a potential risk of toxicity when using amoxicillin."
polyphosphate ester amoxicillin,toxicity,efecto_adverso,"The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice.","polyphosphate ester amoxicillin has been associated with the adverse effect toxicity, as indicated in the sentence: ""The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice."". This suggests a potential risk of toxicity when using polyphosphate ester amoxicillin."
phosphate ester,toxicity,efecto_adverso,"The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice.","phosphate ester has been associated with the adverse effect toxicity, as indicated in the sentence: ""The aim of this study was to compare the toxicity of amoxicillin, polyphosphate ester amoxicillin complex and phosphate ester on mice."". This suggests a potential risk of toxicity when using phosphate ester."
amoxicillin,toxicity,efecto_adverso,"BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity.","amoxicillin has been associated with the adverse effect toxicity, as indicated in the sentence: ""BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity."". This suggests a potential risk of toxicity when using amoxicillin."
polyphosphate,toxicity,efecto_adverso,"BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity.","polyphosphate has been associated with the adverse effect toxicity, as indicated in the sentence: ""BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity."". This suggests a potential risk of toxicity when using polyphosphate."
amoxicillin,toxicity,efecto_adverso,"BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity.","amoxicillin has been associated with the adverse effect toxicity, as indicated in the sentence: ""BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity."". This suggests a potential risk of toxicity when using amoxicillin."
amoxicillin,toxicity,efecto_adverso,"BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity.","amoxicillin has been associated with the adverse effect toxicity, as indicated in the sentence: ""BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity."". This suggests a potential risk of toxicity when using amoxicillin."
polyphosphate,toxicity,efecto_adverso,"BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity.","polyphosphate has been associated with the adverse effect toxicity, as indicated in the sentence: ""BALB/c mice were treated by intramuscular injection with saline 0.2 mL (control), amoxicillin 0.2 mL (15 mg/kg); polyphosphate ester complex with amoxicillin 0.2 mL (with amoxicillin content 15 mg/kg) and polyphosphate ester 0.2 mL. Blood biochemical analysis and histology of liver, spleen and kidney were used to assess toxicity."". This suggests a potential risk of toxicity when using polyphosphate."
polyphosphate,hepatic and splenic toxicity,causa,"Overall, the results of this study showed that P4 polyphosphate ester alone and in complex with amoxicillin does not cause renal, hepatic and splenic toxicity in mice.","The text suggests that polyphosphate may cause or trigger hepatic and splenic toxicity, highlighting a possible causative association: ""Overall, the results of this study showed that P4 polyphosphate ester alone and in complex with amoxicillin does not cause renal, hepatic and splenic toxicity in mice.""."
amoxicillin,hepatic and splenic toxicity,causa,"Overall, the results of this study showed that P4 polyphosphate ester alone and in complex with amoxicillin does not cause renal, hepatic and splenic toxicity in mice.","The text suggests that amoxicillin may cause or trigger hepatic and splenic toxicity, highlighting a possible causative association: ""Overall, the results of this study showed that P4 polyphosphate ester alone and in complex with amoxicillin does not cause renal, hepatic and splenic toxicity in mice.""."
Sof,S. aureus-induced acute lung injury,causa,"In a murine model of S. aureus-induced acute lung injury, Sof greatly reduced bacterial load in lungs, attenuated systemic inflammation, and mitigated histopathological damage.","The text suggests that Sof may cause or trigger S. aureus-induced acute lung injury, highlighting a possible causative association: ""In a murine model of S. aureus-induced acute lung injury, Sof greatly reduced bacterial load in lungs, attenuated systemic inflammation, and mitigated histopathological damage.""."
Sof,inflammation,causa,"In a murine model of S. aureus-induced acute lung injury, Sof greatly reduced bacterial load in lungs, attenuated systemic inflammation, and mitigated histopathological damage.","The text suggests that Sof may cause or trigger inflammation, highlighting a possible causative association: ""In a murine model of S. aureus-induced acute lung injury, Sof greatly reduced bacterial load in lungs, attenuated systemic inflammation, and mitigated histopathological damage.""."
Omega3,weight loss,comparación,"MATERIALS AND METHODS: We compared mouse models of vertical sleeve plication, sleeve gastrectomy, Roux-en-Y gastric bypass (RYGB), and one-anastomosis gastric bypass with three biliary limb lengths (25% = Omega1, 50% = Omega2, 75% = Omega3) by analyzing mortality, weight loss, metabolic and liver health, bacterial translocation, inflammation, and biliary and fecal microbiome.","Omega3 is mentioned in comparative context with weight loss, possibly in terms of efficacy or safety: ""MATERIALS AND METHODS: We compared mouse models of vertical sleeve plication, sleeve gastrectomy, Roux-en-Y gastric bypass (RYGB), and one-anastomosis gastric bypass with three biliary limb lengths (25% = Omega1, 50% = Omega2, 75% = Omega3) by analyzing mortality, weight loss, metabolic and liver health, bacterial translocation, inflammation, and biliary and fecal microbiome.""."
Omega3,inflammation,comparación,"MATERIALS AND METHODS: We compared mouse models of vertical sleeve plication, sleeve gastrectomy, Roux-en-Y gastric bypass (RYGB), and one-anastomosis gastric bypass with three biliary limb lengths (25% = Omega1, 50% = Omega2, 75% = Omega3) by analyzing mortality, weight loss, metabolic and liver health, bacterial translocation, inflammation, and biliary and fecal microbiome.","Omega3 is mentioned in comparative context with inflammation, possibly in terms of efficacy or safety: ""MATERIALS AND METHODS: We compared mouse models of vertical sleeve plication, sleeve gastrectomy, Roux-en-Y gastric bypass (RYGB), and one-anastomosis gastric bypass with three biliary limb lengths (25% = Omega1, 50% = Omega2, 75% = Omega3) by analyzing mortality, weight loss, metabolic and liver health, bacterial translocation, inflammation, and biliary and fecal microbiome.""."
